timestamp,task_id,task_name,task_size,cycles_per_bit,deadline,src_node,dst_node,trust_score,execution_success,execution_time,energy_consumed,deadline_met,is_dst_malicious
2.0,0,t0,83,107,63,34,2,0.5129006229942774,False,10.128094622436114,0.7684527776158201,True,False
4.0,1,t1,82,404,99,0,5,0.5600098271438111,True,36.062519539931316,0.8303079658910459,True,True
4.0,2,t2,24,350,26,15,38,0.5519561020700035,True,9.803003307134778,0.24114831580185406,True,False
5.0,3,t3,98,284,60,41,30,0.4695976909585102,True,24.626362882653165,0.9072832573379624,True,False
5.0,4,t4,38,860,59,4,0,0.5562749695593251,True,35.273962926579465,0.34893738278286573,True,True
8.0,5,t5,99,112,74,43,48,0.4553467252527793,True,11.76457729191091,0.9022297931341047,True,False
9.0,6,t6,26,591,24,44,1,0.46854558999732787,True,16.637112811279717,0.2515619768554952,True,False
10.0,7,t7,84,989,49,4,0,0.5547121368348052,True,83.958703914452,0.9197152015504716,True,True
10.0,8,t8,39,321,43,10,8,0.5596056329556134,True,12.372813964927746,0.40750116493906313,True,True
10.0,9,t9,40,851,56,8,2,0.4959502806084154,True,31.189736517087105,0.4228646621123945,True,False
12.0,10,t10,72,981,52,9,12,0.47522321515322796,False,59.46773737864662,0.7039627651739255,False,False
13.0,11,t11,40,302,61,33,41,0.5049164068802595,True,13.281785266416733,0.4281671827694786,True,True
17.0,12,t12,29,508,60,4,0,0.5531805607647758,True,15.761961589250692,0.2738639016325016,True,True
17.0,13,t13,99,613,72,3,21,0.4823365652637343,True,64.4086029982799,1.0755626555666127,True,True
18.0,14,t14,30,992,83,30,33,0.4651231302446688,True,29.322557017985424,0.2818263854293088,True,True
21.0,15,t15,74,510,28,30,29,0.4759536220321531,False,40.464230247463284,0.7464016928952295,False,False
23.0,16,t16,78,654,23,42,17,0.5243309404371566,False,48.25348872950774,0.7491690690518753,False,False
23.0,17,t17,47,153,21,5,27,0.47690981619780265,True,6.5926739016806035,0.5003569911787128,True,True
