timestamp,task_id,task_name,task_size,cycles_per_bit,deadline,src_node,dst_node,trust_score,execution_success,execution_time,energy_consumed,deadline_met,is_dst_malicious
1.0,0,t0,87,783,57,10,14,0.4710556540254962,False,77.847303397139,0.8742353151710397,False,False
2.0,1,t1,30,113,60,22,10,0.4680217854617204,True,3.3982009498127135,0.27303960503562424,True,True
3.0,2,t2,80,402,30,11,19,0.5186205752151019,False,37.084286801832704,0.8024146785890489,False,False
4.0,3,t3,75,319,81,3,5,0.5144148287767286,True,23.40684187624125,0.7995192959907828,True,True
5.0,4,t4,14,277,35,10,21,0.47439923057147837,True,3.955667460251909,0.13723028447720498,True,True
7.0,5,t5,23,801,68,7,13,0.5514751081878942,True,16.958665701310725,0.24965352697618368,True,False
8.0,9,t9,19,519,60,0,4,0.5277989588649451,True,9.716155021228591,0.19832034043464963,True,True
8.0,8,t8,55,379,21,1,2,0.5055806092922667,True,16.92131221377231,0.5620273644595348,True,False
8.0,10,t10,97,817,27,6,5,0.5199404747150511,True,80.21734497880763,1.0169799414091594,True,True
8.0,6,t6,42,665,79,9,12,0.4776050231728908,True,27.80605905634156,0.4357197127088546,True,False
8.0,7,t7,24,113,88,22,16,0.4624368086519285,True,2.8946079127140973,0.23726254393605914,True,False
12.0,11,t11,88,756,53,0,4,0.5271896463543129,True,65.37990902450241,0.8418267127181172,True,True
13.0,12,t12,29,605,22,16,6,0.5024420014687683,True,17.081782033720337,0.3015083703843178,True,True
14.0,13,t13,58,149,92,7,19,0.47531656000394856,True,8.929976314706806,0.5475356336481249,True,False
15.0,14,t14,21,932,40,4,9,0.46252799676683765,True,20.081325491224,0.21291586180883953,True,False
15.0,15,t15,70,932,24,7,13,0.550332272690803,False,74.33723145840527,0.7002161527636371,False,False
15.0,16,t16,31,499,95,22,16,0.46309873914555655,True,15.546666993763933,0.29082750493268644,True,False
18.0,17,t17,98,242,24,24,17,0.4867733120073684,True,24.31839229331947,0.9923241374181452,True,True
22.0,18,t18,60,241,33,12,14,0.4914288201426029,True,12.261526526093476,0.6109667727062205,True,False
29.0,19,t19,33,555,85,0,22,0.4796905571374132,True,16.27826686531087,0.3079251363263433,True,False
30.0,20,t20,76,787,86,20,15,0.4576501924005474,True,64.53534888753674,0.8210798311922646,True,False
31.0,21,t21,64,892,85,16,9,0.49922091835606863,True,67.99062613962009,0.5803913347155504,True,False
32.0,23,t23,27,775,33,18,17,0.467822418465619,True,18.928343766248116,0.25471310311845713,True,True
32.0,22,t22,59,268,93,13,16,0.47044412770114474,True,14.322420193370451,0.5867974625670851,True,False
34.0,24,t24,65,584,59,6,5,0.5192798470389318,True,37.26429176912952,0.6463519645523929,True,True
34.0,25,t25,77,993,73,12,7,0.500344111535633,True,66.30002021542761,0.7601720674010112,True,False
39.0,26,t26,75,272,35,7,13,0.5430382939036537,False,21.074859225313418,0.8046663352424567,True,False
40.0,27,t27,73,468,44,6,5,0.518632431916335,True,34.3558888735859,0.6736010022564622,True,True
41.0,28,t28,52,913,62,14,10,0.5101252550505758,True,49.120541384909146,0.5240692720076882,True,True
42.0,29,t29,60,890,46,0,16,0.47905175232845354,False,48.34478491974447,0.6243115530981765,False,False
42.0,30,t30,76,125,63,24,4,0.497721652669509,True,8.975213129505077,0.7213044319883279,True,True
42.0,31,t31,71,731,98,5,20,0.44272135554219516,True,52.176111247619865,0.661624221378114,True,False
43.0,32,t32,60,755,64,2,24,0.535487213451231,True,38.58754859764986,0.5853592914028865,True,False
43.0,33,t33,69,118,46,10,21,0.4742838173886202,True,7.4917232086355385,0.6629570218362286,True,True
45.0,35,t35,17,921,32,6,8,0.511129886265222,True,14.02055084449746,0.16023031911607846,True,False
45.0,34,t34,90,906,59,0,22,0.47947585710577606,False,69.02942430897404,0.9120577146373839,False,False
47.0,36,t36,40,631,50,6,5,0.5179979650961901,True,24.091003407242656,0.4260431099849128,True,True
47.0,37,t37,78,780,88,13,16,0.47109742696530366,True,57.69406857074574,0.7484326484337682,True,False
49.0,38,t38,91,948,68,19,5,0.4561747108912423,True,85.84667819877588,0.9879386288082878,True,True
49.0,39,t39,13,302,90,12,7,0.499983895971587,True,3.4907362148458274,0.13946998903230093,True,False
50.0,40,t40,55,895,48,6,8,0.5106454703580994,False,51.241385355809264,0.5720463294204567,False,False
50.0,41,t41,75,224,83,6,5,0.5173761876124482,True,16.987963655096827,0.7132249330205764,True,True
51.0,42,t42,54,824,58,18,20,0.44898377594547123,True,38.85966512279969,0.5298464190824448,True,False
51.0,43,t43,23,915,77,5,23,0.4718511260906489,True,17.411232786243104,0.2289895580013651,True,False
52.0,44,t44,90,984,27,12,21,0.47924628154360027,True,86.35714174507211,0.8646501075660655,True,True
52.0,45,t45,86,650,61,23,13,0.4680549155395494,False,66.55434315135058,0.8051295718449452,False,False
53.0,46,t46,28,716,35,11,9,0.5376950823145743,True,20.82061181360755,0.30364500861799054,True,False
53.0,47,t47,64,806,90,14,10,0.509737416616231,True,47.23819443472848,0.676253062701237,True,True
57.0,49,t49,16,125,80,3,23,0.47148426646934916,True,1.7366701907826005,0.17336343684552677,True,False
57.0,48,t48,92,845,29,16,9,0.49876696152740885,False,74.2189492565814,0.8818504038118775,False,False
59.0,50,t50,74,924,32,6,20,0.4626728569255115,False,59.4766026105172,0.7367435219737944,False,False
59.0,51,t51,37,402,43,4,9,0.4629361034981676,True,12.008455058619255,0.37456145472419483,True,False
59.0,52,t52,42,629,25,9,5,0.4869017156033655,True,28.870664041107965,0.426081892858198,True,True
59.0,53,t53,46,377,27,23,21,0.4924375315384484,True,16.047384079265456,0.4809313124653262,True,True
59.0,54,t54,73,890,30,24,15,0.48072437273770147,False,66.55316704524752,0.6580055123024077,False,False
60.0,55,t55,79,439,67,24,15,0.474550346821409,True,36.92418453503366,0.7552264950075375,True,False
60.0,56,t56,88,724,62,8,10,0.4637403741913404,True,61.3301884498767,0.9004527837378778,True,True
60.0,57,t57,51,994,55,5,23,0.47194410356883587,True,46.26729353727527,0.4929603705793289,True,False
60.0,58,t58,25,307,51,23,13,0.46216838865732995,True,6.2308427212763755,0.24487594031086157,True,False
61.0,59,t59,19,653,70,18,12,0.45186480621134106,True,13.199150386715152,0.1746973504981875,True,False
63.0,61,t61,27,905,75,13,16,0.4717376602441794,True,20.961558321371086,0.2689763901642514,True,False
63.0,60,t60,31,365,63,9,5,0.4867503479579648,True,11.231796233744943,0.31428382993322074,True,True
64.0,62,t62,91,632,54,7,2,0.47805761327098717,True,48.32436829623005,0.9887835557812426,True,False
65.0,63,t63,16,472,91,12,14,0.4914104255579326,True,7.154400534743464,0.16826169945040023,True,False
66.0,64,t64,57,343,47,17,12,0.47568036992489404,True,20.668496168382294,0.5726044678676219,True,False
67.0,65,t65,37,655,73,22,10,0.46823792118105745,True,23.16015127488909,0.33471632118821154,True,True
67.0,66,t66,66,613,26,18,17,0.46861215191448846,True,39.56572773604424,0.6477922876149258,True,True
69.0,67,t67,97,711,97,12,14,0.4913923988649558,True,73.29393516004367,1.0481763357459306,True,False
70.0,68,t68,26,448,27,21,15,0.48291433763043545,True,11.158228092087754,0.2642387940121024,True,False
71.0,69,t69,29,715,67,3,23,0.47151105172819746,True,21.76989368342971,0.2622807307579611,True,False
71.0,70,t70,40,503,54,3,23,0.4715373012818688,True,23.731514471996526,0.40820187890213316,True,False
72.0,71,t71,19,576,97,3,23,0.4715630258444668,False,11.060008215608832,0.1997785845862896,True,False
72.0,72,t72,12,537,52,0,16,0.47279071728188454,True,6.421366720463506,0.12342995635878257,True,False
